site,area,recording_area,lat,long,offshore,region,subregion
Owenahincha,,County Cork,51.568,-9.002,,Ireland,Republic of Ireland
Owenduff,,County Mayo,53.938,-9.828,,Ireland,Republic of Ireland
Oxenbourne Down,,Hampshire,50.965,-0.988,,England,South East
Oxey Marsh,,Hampshire,50.739,-1.532,,England,South East
Oxford Island,,County Armagh,54.494,-6.386,,Ireland,Northern Ireland
Oxshott,,Surrey,51.334,-0.358,,England,South East
Oxted,,Surrey,51.257,-0.001,,England,South East
Oxwich,,Gower,51.559,-4.170,,Wales,South Wales
Packington Gravel Pits,,Warwickshire,52.462,-1.667,,England,West Midlands
Padstow,,Cornwall,50.538,-4.935,,England,South West
Padworth,,Berkshire,51.393,-1.114,,England,Home Counties
Pagham Harbour,,Sussex,50.761,-0.762,,England,South East
Pagham Harbour/Chichester Gravel Pits,,Sussex,50.793,-0.761,,England,South East
Pagham Harbour/Church Norton,,Sussex,50.757,-0.766,,England,South East
Pagham Harbour/Littlehampton,,Sussex,50.783,-0.650,,England,South East
Paible,North Uist,Outer Hebrides,57.589,-7.444,1,Scotland,Hebrides
Paignton,,Devon,50.436,-3.561,,England,South West
Paisley,,Clyde,55.850,-4.428,,Scotland,Central Belt
Palmarsh Gravel Pits,,Kent,51.061,1.040,,England,South East
Pangbourne,,Berkshire,51.483,-1.087,,England,Home Counties
Pannel Valley,,Sussex,50.908,0.692,,England,South East
Papa Stronsay,,Orkney,59.152,-2.586,1,Scotland,
Papa Westray,,Orkney,59.355,-2.895,1,Scotland,
Papa Westray/Westray,Various islands,Orkney,59.326,-2.932,1,Scotland,
Papercourt Gravel Pits,,Surrey,51.297,-0.508,,England,South East
Papil,West Burra,Shetland,60.066,-1.337,1,Scotland,Shetland
Par,,Cornwall,50.350,-4.699,,England,South West
Parkend,,Gloucestershire,51.770,-2.561,,England,Severn Valley
Parkeston,,Essex,51.941,1.253,,England,East Anglia
Parkgate,,Cheshire & Wirral,53.299,-3.088,,England,North West
Parkhill,,North-east Scotland,57.216,-2.167,,Scotland,North East Scotland
Parsonage,St Agnes,Isles of Scilly,49.893,-6.345,1,England,South West
Parsonage/Covean,St Agnes,Isles of Scilly,49.893,-6.342,1,England,South West
Parsonage/St Mary's/Bryher/Tresco,Various islands,Isles of Scilly,49.942,-6.335,1,England,South West
Parting Carn,St Mary's,Isles of Scilly,49.918,-6.299,1,England,South West
Passage West Reservoir,,County Cork,51.872,-8.336,,Ireland,Republic of Ireland
Paston,,Norfolk,52.857,1.450,,England,East Anglia
Pat Reddan's Lake,,County Tipperary,53.018,-8.153,,Ireland,Republic of Ireland
Patrington,,Yorkshire,53.684,-0.013,,England,North East
Patrington Haven/Sammy's Point,,Yorkshire,53.658,0.048,,England,North East
Paull,,Yorkshire,53.718,-0.234,,England,North East
Paull/Saltend Marsh,,Yorkshire,53.725,-0.235,,England,North East
Paulsgrove,,Hampshire,50.851,-1.094,,England,South East
Paxton Pits,,Cambridgeshire,52.257,-0.248,,England,East Anglia
Paxton Pits/Grafham Water,,Cambridgeshire,52.278,-0.280,,England,East Anglia
Peckham,,Greater London,51.471,-0.067,,England,South East
Peel,,Scottish Borders,55.606,-2.900,,Scotland,South East Scotland
Peerie Sea,Mainland,Orkney,58.983,-2.966,1,Scotland,
Pegwell Bay,,Kent,51.322,1.364,,England,South East
Pegwell Bay/Sandwich Bay,,Kent,51.292,1.378,,England,South East
Pegwell Bay/South Foreland,,Kent,51.231,1.368,,England,South East
Pegwell Bay/Stodmarsh,,Kent,51.317,1.277,,England,South East
Pelistry,St Mary's,Isles of Scilly,49.927,-6.285,1,England,South West
Pelistry/Kittydown,St Mary's,Isles of Scilly,49.924,-6.282,1,England,South West
Pembrey,,Carmarthenshire,51.695,-4.290,,Wales,South Wales
Pembroke Dock,,Pembrokeshire,51.697,-4.943,,Wales,South Wales
Pembroke Dock/Llanstedwell/Nayland,,Pembrokeshire,51.704,-4.952,,Wales,South Wales
Penarth Moors,,East Glamorgan,51.455,-3.185,,Wales,South Wales
Penberth,,Cornwall,50.050,-5.633,,England,South West
Penclacwydd,,Carmarthenshire,51.664,-4.122,,Wales,South Wales
Penclacwydd/Machynys,,Carmarthenshire,51.663,-4.136,,Wales,South Wales
Penclawdd,,Gower,51.644,-4.101,,Wales,South Wales
Pendeen,,Cornwall,50.165,-5.669,,England,South West
Pendennis Point,,Cornwall,50.144,-5.043,,England,South West
Pendower,,Cornwall,50.206,-4.945,,England,South West
Penhale Sands,,Cornwall,50.371,-5.148,,England,South West
Eccleston Mere/Pennington Flash,,Lancashire & North Merseyside,53.468,-2.665,,England,North West
Peninerine,South Uist,Outer Hebrides,57.292,-7.402,1,Scotland,Hebrides
Peninerine/Gerinish,South Uist,Outer Hebrides,57.322,-7.387,1,Scotland,Hebrides
Peninnis Head,St Mary's,Isles of Scilly,49.907,-6.304,1,England,South West
Peninnis Head/Abbey Wood/Middle Down,Various islands,Isles of Scilly,49.941,-6.325,1,England,South West
Peninnis Head/Airport,St Mary's,Isles of Scilly,49.910,-6.298,1,England,South West
Peninnis Head/Carn Gwaval,St Mary's,Isles of Scilly,49.910,-6.304,1,England,South West
Peninnis Head/Giant's Castle,St Mary's,Isles of Scilly,49.910,-6.295,1,England,South West
Peninnis Head/Lower Moors,St Mary's,Isles of Scilly,49.912,-6.304,1,England,South West
Peninnis Head/Old Town,St Mary's,Isles of Scilly,49.910,-6.302,1,England,South West
Peninnis Head/Old Town/Buzza,St Mary's,Isles of Scilly,49.911,-6.305,1,England,South West
Penlee Point,,Cornwall,50.318,-4.189,,England,South West
Penlon,,Anglesey,53.158,-4.350,,Wales,North Wales
Penmaenpool,,Meirionnydd,52.748,-3.937,,Wales,North Wales
Penmon,,Anglesey,53.308,-4.047,,Wales,North Wales
Penn,,Buckinghamshire,51.631,-0.674,,England,Home Counties
Pennington Flash,,Greater Manchester,53.487,-2.548,,England,North West
Pennington Marshes,,Hampshire,50.728,-1.553,,England,South East
Pennsylvania,,Devon,50.735,-3.528,,England,South West
Pennsylvania Castle,,Dorset,50.539,-2.430,,England,South West
Pennygarreg Reservoir,,Radnorshire,52.295,-3.611,,Wales,Powys
Pennyghael,Mull,Argyll,56.364,-6.020,1,Scotland,Hebrides
Penrhos,,Anglesey,53.300,-4.601,,Wales,North Wales
Penrhyn Bay,,Caernarfonshire,53.318,-3.762,,Wales,North Wales
Penrice,,Gower,51.570,-4.177,,Wales,South Wales
Penrice/Hangman's Corner/Knelston,,Gower,51.571,-4.198,,Wales,South Wales
Penryn,,Cornwall,50.169,-5.102,,England,South West
Pensthorpe,,Norfolk,52.821,0.896,,England,East Anglia
Pentire Point,,Cornwall,50.587,-4.935,,England,South West
Pentney Gravel Pits,,Norfolk,52.691,0.527,,England,East Anglia
Pentre Davis,,Carmarthenshire,51.864,-4.076,,Wales,South Wales
Pentre-Bach,,Carmarthenshire,51.987,-3.714,,Wales,South Wales
Penygroes,,Caernarfonshire,51.803,-4.054,,Wales,North Wales
Penzance,,Cornwall,50.119,-5.534,,England,South West
Penzance/Marazion,,Cornwall,50.122,-5.506,,England,South West
Penzance/Newlyn,,Cornwall,50.113,-5.542,,England,South West
Pepper Arden Bottoms,,Yorkshire,54.420,-1.544,,England,North East
Peppermill Dam,,Fife,56.085,-3.691,,Scotland,South East Scotland
Periglis,St Agnes,Isles of Scilly,49.895,-6.350,1,England,South West
Perranporth,,Cornwall,50.346,-5.156,,England,South West
Perranuthnoe,,Cornwall,50.113,-5.442,,England,South West
Perry Oaks Sewage Farm,,Greater London,51.470,-0.489,,England,South East
Perthumie Bay,,North-east Scotland,56.985,-2.181,,Scotland,North East Scotland
Peter Tavy,,Devon,50.579,-4.100,,England,South West
Peterborough,,Cambridgeshire,52.572,-0.241,,England,East Anglia
Peterculter,,North-east Scotland,57.096,-2.264,,Scotland,North East Scotland
Peterhead,,North-east Scotland,57.507,-1.776,,Scotland,North East Scotland
Peterhead/Ugie Estuary,,North-east Scotland,57.512,-1.785,,Scotland,North East Scotland
Petersfield,,Hampshire,51.007,-0.940,,England,South East
Peterstone Wentlooge,,Gwent,51.516,-3.056,,Wales,South Wales
Pett Level,,Sussex,50.889,0.682,,England,South East
Pett Level/Icklesham,,Sussex,50.963,0.677,,England,South East
Pett Level/Rye/Camber,,Sussex,50.924,0.760,,England,South East
Pettistree,,Suffolk,52.144,1.354,,England,East Anglia
Pettycur,,Fife,56.063,-3.178,,Scotland,South East Scotland
Pevensey Levels,,Sussex,50.833,0.355,,England,South East
Peveril Downs,,Dorset,50.607,-1.949,,England,South West
Phantassie,,Lothian,55.986,-2.645,,Scotland,South East Scotland
Picket Piece,,Hampshire,51.222,-1.440,,England,South East
Pierowall,Westray,Orkney,59.319,-2.991,1,Scotland,
Pierowall/Taftend,Westray,Orkney,59.291,-2.942,1,Scotland,
Pig Bush,,Hampshire,50.844,-1.487,,England,South East
Pikestone Fell,,Durham,54.700,-1.943,,England,North East
Pilling Lane Ends,,Lancashire & North Merseyside,53.935,-2.960,,England,North West
Pilling Lane Ends/Knott End-on-Sea,,Lancashire & North Merseyside,53.932,-2.975,,England,North West
Pilmore Strand,,County Cork,51.907,-7.900,,Ireland,Republic of Ireland
Pilning Wetland,,Gloucestershire,51.576,-2.649,,England,Severn Valley
Pilsey Island,,Sussex,50.801,-0.909,,England,South East
Pinchinthorpe,,Cleveland,54.525,-1.099,,England,North East
Pirbright Common,,Surrey,51.289,-0.630,,England,South East
Pirton,,Hertfordshire,51.974,-0.330,,England,Home Counties
Pitcarmick,,Perth & Kinross,56.689,-3.549,,Scotland,Scottish Highlands
Pitcox,,Lothian,55.970,-2.576,,Scotland,South East Scotland
Pitlessie,,Fife,56.275,-3.076,,Scotland,South East Scotland
Pitmain,,Highland,57.071,-4.129,,Scotland,Scottish Highlands
Pitsea,,Essex,51.565,0.510,,England,East Anglia
Pitsford Reservoir,,Northamptonshire,52.320,-0.857,,England,East Midlands
Pitsford Reservoir/Old/Harrington Airfield,,Northamptonshire,52.364,-0.854,,England,East Midlands
Plantation,,Fair Isle,59.532,-1.627,1,Scotland,Shetland
Plas Penhelig,,Caernarfonshire,52.879,-4.446,,Wales,North Wales
Plastow Green,,Hampshire,51.355,-1.234,,England,South East
Plenmeller Common,,Northumberland,54.963,-2.457,,England,North East
Plex Moss,,Lancashire & North Merseyside,53.585,-2.999,,England,North West
Plym Estuary,,Devon,50.329,-4.162,,England,South West
Plym Estuary/Bere Ferrers,,Devon,50.391,-4.166,,England,South West
Plym Estuary/St John's Lake,,Devon,50.347,-4.188,,England,South West
Plym Estuary/St John's Lake/Millbrook,,Devon,50.349,-4.200,,England,South West
Plymouth,,Devon,50.372,-4.139,,England,South West
Plymouth/Millbrook Lake,,Devon,50.361,-4.176,,England,South West
Point Clear,,Essex,51.795,1.033,,England,East Anglia
Point Lynas,,Anglesey,53.417,-4.289,,Wales,North Wales
Point of Ayr,,Flintshire,53.354,-3.313,,Wales,North Wales
Point of Ayre (Manx),,Isle of Man,54.418,-4.364,1,,
Point of Ayre (Orkney),Mainland,Orkney,58.920,-2.719,1,Scotland,
Polbathic Creek,,Cornwall,50.390,-4.313,,England,South West
Poldhu Cove,,Cornwall,50.035,-5.259,,England,South West
Polgigga,,Cornwall,50.056,-5.667,,England,South West
Polgigga/St Buryan,,Cornwall,50.065,-5.645,,England,South West
Poll Gleann Donaill,,County Galway,53.320,-9.275,,Ireland,Republic of Ireland
Polperro,,Cornwall,50.332,-4.521,,England,South West
Polruan,,Cornwall,50.328,-4.635,,England,South West
Ponders End Lake,,Greater London,51.635,-0.032,,England,South East
Ponsandane,,Cornwall,50.127,-5.527,,England,South West
Pontefract,,Yorkshire,53.691,-1.309,,England,North East
Pool of Virkie,Mainland,Shetland,59.884,-1.294,1,Scotland,Shetland
Pool of Virkie/Loch of Hilwell,Mainland,Shetland,59.897,-1.311,1,Scotland,Shetland
Pool of Virkie/Scatness,Mainland,Shetland,59.876,-1.304,1,Scotland,Shetland
Pool Road,Tresco,Isles of Scilly,49.951,-6.331,1,England,South West
Poolbeg,,County Dublin,53.340,-6.188,,Ireland,Republic of Ireland
Poole Harbour,,Dorset,50.703,-1.974,,England,South West
Poole Harbour/Stanpit Marsh,,Dorset,50.715,-1.869,,England,South West
Poole Park,,Dorset,50.720,-1.969,,England,South West
Poolewe,,Highland,57.765,-5.605,,Scotland,Scottish Highlands
Poolsbrook Country Park,,Derbyshire,53.258,-1.349,,England,East Midlands
Popplestones,Bryher,Isles of Scilly,49.954,-6.358,1,England,South West
Porcupine Seabight,,At sea,50.000,-14.000,1,,
Porlock,,Somerset,51.213,-3.604,,England,South West
Port Allen,,Perth & Kinross,56.378,-3.215,,Scotland,Scottish Highlands
Port an Eilein,Handa,Highland,58.377,-5.170,1,Scotland,Scottish Highlands
Port Carlisle,,Cumbria,54.946,-3.184,,England,North West
Port Charlotte,Islay,Argyll,55.739,-6.378,1,Scotland,Hebrides
Port Charlotte/Esknish,Islay,Argyll,55.772,-6.290,1,Scotland,Hebrides
Port Clarence,,Cleveland,54.587,-1.227,,England,North East
Port Clarence/Saltholme,,Cleveland,54.594,-1.229,,England,North East
Port Erin,,Isle of Man,54.085,-4.757,1,,
Port Erroll,,North-east Scotland,57.414,-1.846,,Scotland,North East Scotland
Port Eynon,,Gower,51.544,-4.210,,Wales,South Wales
Port Logan,,Dumfries & Galloway,54.726,-4.956,,Scotland,South West Scotland
Port Mhor Bragar,Lewis,Outer Hebrides,58.345,-6.636,1,Scotland,Hebrides
Port of Ness,Lewis,Outer Hebrides,58.492,-6.229,1,Scotland,Hebrides
Port of Ness/Eoropie,Lewis,Outer Hebrides,58.498,-6.426,1,Scotland,Hebrides
Port Seton,,Lothian,55.973,-2.946,,Scotland,South East Scotland
Port St Mary,,Isle of Man,54.076,-4.739,1,,
Portavadie,,Argyll,55.874,-5.311,,Scotland,Central Belt
Portavaud,,County Sligo,54.254,-8.644,,Ireland,Republic of Ireland
Portavogie,,County Down,54.461,-5.447,,Ireland,Northern Ireland
Portballintrae,,County Antrim,55.216,-6.546,,Ireland,Northern Ireland
Portbury Wharf,,Avon,51.488,-2.743,,England,South West
Portcothan,,Cornwall,50.509,-5.021,,England,South West
Portencross,,Ayrshire,55.698,-4.903,,Scotland,South West Scotland
Porth Askin,St Agnes,Isles of Scilly,49.885,-6.342,1,England,South West
Porth Ceiriad,,Caernarfonshire,52.794,-4.501,,Wales,North Wales
Porth Colmon,,Caernarfonshire,52.875,-4.684,,Wales,North Wales
Porth Conger,St Agnes,Isles of Scilly,49.895,-6.338,1,England,South West
Porth Conger/Gugh,Various islands,Isles of Scilly,49.895,-6.335,1,England,South West
Porth Coose,St Agnes,Isles of Scilly,49.896,-6.350,1,England,South West
Porth Coose/St Mary's/Tresco/Bryher,Various islands,Isles of Scilly,49.942,-6.341,1,England,South West
Porth Hellick,St Mary's,Isles of Scilly,49.917,-6.286,1,England,South West
Porth Hellick House/Bar Farm/Content,St Mary's,Isles of Scilly,49.926,-6.296,1,England,South West
Porth Hellick/Carn Friars,St Mary's,Isles of Scilly,49.918,-6.286,1,England,South West
Porth Hellick/Golf Course/St Martin's,Various islands,Isles of Scilly,49.943,-6.292,1,England,South West
Porth Hellick/Holy Vale/Maypole,St Mary's,Isles of Scilly,49.923,-6.291,1,England,South West
Porth Hellick/Lower Moors,St Mary's,Isles of Scilly,49.917,-6.295,1,England,South West
Porth Hellick/Lower Moors/Simpson's Field,Various islands,Isles of Scilly,49.934,-6.316,1,England,South West
Porth Hellick/Salakee,St Mary's,Isles of Scilly,49.917,-6.288,1,England,South West
Porth Hellick/St Agnes,Various islands,Isles of Scilly,49.905,-6.316,1,England,South West
Porth Hellick/Telegraph/Tresco/St Agnes,Various islands,Isles of Scilly,49.915,-6.329,1,England,South West
Porth Hellick/Tresco,Various islands,Isles of Scilly,49.936,-6.309,1,England,South West
Porth Joke,,Cornwall,50.401,-5.136,,England,South West
Porth Killier,St Agnes,Isles of Scilly,49.895,-6.345,1,England,South West
Porth Killier/Periglis,St Agnes,Isles of Scilly,49.895,-6.347,1,England,South West
Porth Mellon,St Mary's,Isles of Scilly,49.917,-6.308,1,England,South West
Porth Meudwy,,Caernarfonshire,52.796,-4.726,,Wales,North Wales
Porth Minnick,St Mary's,Isles of Scilly,49.911,-6.296,1,England,South West
Porth Reservoir,,Cornwall,50.420,-5.001,,England,South West
Porth Seal,St Mary's,Isles of Scilly,49.970,-6.299,1,England,South West
Porth Seal/Abbey Pool/South Beach/Big Pool/3 miles offshore,Various islands,Isles of Scilly,49.892,-6.318,1,England,South West
Porth Thomas,St Mary's,Isles of Scilly,49.920,-6.309,1,England,South West
Porthcawl,,East Glamorgan,51.477,-3.703,,Wales,South Wales
Porthclais,,Pembrokeshire,51.870,-5.283,,Wales,South Wales
Porthcothan,,Cornwall,50.509,-5.021,,England,South West
Porthcressa,St Mary's,Isles of Scilly,49.914,-6.315,1,England,South West
Porthcurno,,Cornwall,50.043,-5.654,,England,South West
Porthcurno/Porthgwarra,,Cornwall,50.041,-5.665,,England,South West
Porthgain,,Pembrokeshire,51.947,-5.180,,Wales,South Wales
Porthgwarra,,Cornwall,50.038,-5.676,,England,South West
Porthgwarra/Nanjizal,,Cornwall,50.046,-5.683,,England,South West
Porthgwarra/St Levan,,Cornwall,50.041,-5.669,,England,South West
Porthkidney Sands,,Cornwall,50.196,-5.442,,England,South West
Porthleven,,Cornwall,50.085,-5.317,,England,South West
Porthloo,St Mary's,Isles of Scilly,49.923,-6.308,1,England,South West
Porthloo/Porth Thomas/Porthcressa/St Agnes,Various islands,Isles of Scilly,49.905,-6.328,1,England,South West
Porthloo/Toll's Porth/Watermill/Innisidgen,St Mary's,Isles of Scilly,49.932,-6.295,1,England,South West
Porthmadog,,Caernarfonshire,52.926,-4.130,,Wales,North Wales
Porthmadog/Black Rock Sands,,Caernarfonshire,52.918,-4.158,,Wales,North Wales
Porthmadog/Traeth Bach,,Caernarfonshire,52.913,-4.123,,Wales,North Wales
Porthmellon,,Cornwall,50.262,-4.786,,England,South West
Porthoustock,,Cornwall,49.917,-6.309,,England,South West
Porthyrhyd,,Carmarthenshire,51.822,-4.149,,Wales,South Wales
Portishead,,Avon,51.489,-2.767,,England,South West
Portknockie,,Moray & Nairn,57.703,-2.858,,Scotland,North East Scotland
Portland,,Dorset,50.546,-2.437,,England,South West
Portland/Chesil Beach,,Dorset,50.571,-2.467,,England,South West
Portloe,,Cornwall,50.219,-4.891,,England,South West
Portmagee,,County Kerry,51.885,-10.362,,Ireland,Republic of Ireland
Portmahomack Bay,,Highland,57.836,-3.828,,Scotland,Scottish Highlands
Portnahaven,Islay,Argyll,55.681,-6.508,1,Scotland,Hebrides
Portnoo,,County Donegal,54.841,-8.467,,Ireland,Republic of Ireland
Portobello,,Lothian,55.954,-3.110,,Scotland,South East Scotland
Portquin,,Cornwall,50.589,-4.868,,England,South West
Portrane,,County Dublin,53.493,-6.115,,Ireland,Republic of Ireland
Portscatho,,Cornwall,50.180,-4.976,,England,South West
Portsdown Hill,,Hampshire,50.858,-1.111,,England,South East
Portsmouth,,Hampshire,50.814,-1.087,,England,South East
Portstewart,,County Derry,55.188,-6.719,,Ireland,Northern Ireland
Portstewart/Castlerock,,County Derry,55.178,-6.755,,Ireland,Northern Ireland
Portworthy Dam,,Devon,50.430,-4.015,,England,South West
Posbrook,,Hampshire,50.837,-1.245,,England,South East
Post Office,St Agnes,Isles of Scilly,49.892,-6.343,1,England,South West
Potter Heigham Marshes,,Norfolk,52.717,1.596,,England,East Anglia
Potteric Carr,,Yorkshire,53.496,-1.103,,England,North East
Potteric Carr/Lakeside,,Yorkshire,53.503,-1.105,,England,North East
Pottington,,Devon,51.084,-4.071,,England,South West
Potton Island,,Essex,51.571,0.816,,England,East Anglia
Poulaphouca Reservoir,,County Wicklow,53.123,-6.506,,Ireland,Republic of Ireland
Pow Hill,,Durham,54.859,-1.987,,England,North East
Powburn,,Northumberland,55.441,-1.903,,England,North East
Power Head,,County Cork,51.786,-8.173,,Ireland,Republic of Ireland
Power Head/Ballycotton,,County Cork,51.809,-8.092,,Ireland,Republic of Ireland
Powmill,,Fife,56.165,-3.581,,Scotland,South East Scotland
Poxwell,,Dorset,50.655,-2.365,,England,South West
Prawle Point,,Devon,50.202,-3.722,,England,South West
Praze-an-Beeble,,Cornwall,50.174,-5.311,,England,South West
Predannack Airfield,Lizard,Cornwall,50.000,-5.232,,England,South West
Pressmennan Lake,,Lothian,55.951,-2.596,,Scotland,South East Scotland
Preston (Devon),,Devon,50.561,-3.614,,England,South West
Preston (Yorkshire),,Yorkshire,53.757,-0.200,,England,North East
Preston Grange,,Lothian,55.956,-2.996,,Scotland,South East Scotland
Prestwick Carr,,Northumberland,55.057,-1.696,,England,North East
Primrose Hill,,Cheshire & Wirral,53.213,-2.702,,England,North West
Prior's Park,,Northumberland,55.016,-1.423,,England,North East
Priory Country Park,,Bedfordshire,52.132,-0.428,,England,Home Counties
Prussia Cove,,Cornwall,50.102,-5.416,,England,South West
Pugneys Country Park,,Yorkshire,53.656,-1.503,,England,North East
Pugneys Country Park/Anglers Country Park,,Yorkshire,53.646,-1.467,,England,North East
Pulborough,,Sussex,50.958,-0.510,,England,South East
Pulborough Brooks,,Sussex,50.938,-0.499,,England,South East
Pulfin,,Yorkshire,53.883,-0.404,,England,North East
Pulfin/High Eske,,Yorkshire,53.882,-0.401,,England,North East
Pullar's Loch,Mainland,Shetland,60.140,-1.158,1,Scotland,Shetland
Pund,,Fair Isle,59.528,-1.635,1,Scotland,Shetland
Punds Water,Mainland,Shetland,60.464,-1.409,1,Scotland,Shetland
Purbrook,,Hampshire,50.869,-1.039,,England,South East
Putford,,Devon,50.943,-4.319,,England,South West
Pwll,,Carmarthenshire,51.686,-4.206,,Wales,South Wales
Pwll Du,,Gwent,51.807,-3.094,,Wales,South Wales
Pyewipe,,Lincolnshire,53.578,-0.108,,England,
Quatquoy,Mainland,Orkney,59.025,-3.089,1,Scotland,
Queen Elizabeth II Reservoir,,Surrey,51.391,-0.393,,England,South East
Queen Mary Reservoir,,Surrey,51.415,-0.459,,England,South East
Queen Mother Reservoir,,Berkshire,51.482,-0.551,,England,Home Counties
Queenamidda,Mainland,Orkney,59.068,-3.098,1,Scotland,
Quendale,Mainland,Shetland,59.902,-1.338,1,Scotland,Shetland
Quernmore,,Lancashire & North Merseyside,54.025,-2.731,,England,North West
Querrin Creek,,County Clare,52.626,-9.590,,Ireland,Republic of Ireland
Quex Park,,Kent,51.367,1.311,,England,South East
Quilty,,County Clare,52.817,-9.456,,Ireland,Republic of Ireland
Quoile Pondage,,County Down,54.350,-5.700,,Ireland,Northern Ireland
Quoy,,Fair Isle,59.520,-1.639,1,Scotland,Shetland
Quoys of Reiss,,Caithness,58.497,-3.147,,Scotland,Scottish Highlands
Racket Town Lane,Tresco,Isles of Scilly,49.954,-6.333,1,England,South West
Rackwick,Westray,Orkney,59.334,-2.973,1,Scotland,
Radcliffe,,Lancashire & North Merseyside,53.563,-2.328,,England,North West
Radford Park,,Devon,50.358,-4.101,,England,South West
Radipole Lake,,Dorset,50.615,-2.460,,England,South West
Radipole Lake/Abbotsbury,,Dorset,50.640,-2.529,,England,South West
Radipole Lake/Lodmoor,,Dorset,50.624,-2.449,,England,South West
Radipole Lake/Lodmoor/Poxwell,,Dorset,50.639,-2.407,,England,South West
Radipole Lake/West Bexington,,Dorset,50.647,-2.563,,England,South West
Radipole Lake/Weymouth Bay/Dorchester/Maiden Newton,,Dorset,50.719,-2.511,,England,South West
Radipole Lake/Weymouth Harbour,,Dorset,50.612,-2.456,,England,South West
Radlett,,Hertfordshire,51.684,-0.317,,England,Home Counties
Radley Gravel Pits,,Oxfordshire,51.673,-1.246,,England,Home Counties
Raffin,,Highland,58.233,-5.377,,Scotland,Scottish Highlands
Raghly Point,,County Sligo,54.324,-8.648,,Ireland,Republic of Ireland
Raghly Point/Yellow Strand/Lissadell/Knocklane,,County Sligo,54.345,-8.649,,Ireland,Republic of Ireland
Rahasane Turlough,,County Galway,53.225,-8.787,,Ireland,Republic of Ireland
Rainham Marshes,,Greater London,51.492,0.222,,England,South East
Ram Head,,County Waterford,51.941,-7.712,,Ireland,Republic of Ireland
Rame Head,,Cornwall,50.313,-4.223,,England,South West
Ramore Head,,County Antrim,55.212,-6.662,,Ireland,Northern Ireland
Rampside,,Cumbria,54.086,-3.164,,England,North West
Ramsey,,Isle of Man,54.324,-4.388,1,,
Ramsey Island,,Pembrokeshire,51.866,-5.340,1,Wales,South Wales
Ramsgate,,Kent,51.333,1.418,,England,South East
Rancleugh Burn,,Ayrshire,55.368,-4.765,,Scotland,South West Scotland
Randalstown Forest,,County Antrim,54.724,-6.301,,Ireland,Northern Ireland
Ranish,Lewis,Outer Hebrides,58.136,-6.412,1,Scotland,Hebrides
Ranskill,,Nottinghamshire,53.382,-1.015,,England,East Midlands
Rathangan,,County Wexford,52.229,-6.612,,Ireland,Republic of Ireland
Rathlin Island,,County Antrim,55.299,-6.206,,Ireland,Northern Ireland
Rattray Head,,North-east Scotland,57.610,-1.822,,Scotland,North East Scotland
Rauceby Warren,,Lincolnshire,52.984,-0.461,,England,
Raven Point,,County Wexford,52.346,-6.363,,Ireland,Republic of Ireland
Ravenglass,,Cumbria,54.356,-3.406,,England,North West
Ravensthorpe Reservoir,,Northamptonshire,52.331,-1.007,,England,East Midlands
Raynham,,Norfolk,52.789,0.788,,England,East Anglia
Read's Island,,Lincolnshire,53.683,-0.539,,England,
Reading,,Berkshire,51.453,-0.979,,England,Home Counties
Reawick,Mainland,Shetland,56.185,-3.413,1,Scotland,Shetland
Reawla,,Cornwall,50.179,-5.356,,England,South West
Reay,,Caithness,58.561,-3.779,,Scotland,Scottish Highlands
Reclamation Pond,,Cleveland,54.602,-1.196,,England,North East
Reclamation Pond/Haverton Hole,,Cleveland,54.601,-1.218,,England,North East
Reculver,,Kent,51.379,1.209,,England,South East
Red Point,,Highland,57.654,-5.809,,Scotland,Scottish Highlands
Red Rocks,,Cheshire & Wirral,53.386,-3.198,,England,North West
Red Strand,,County Cork,51.547,-8.929,,Ireland,Republic of Ireland
Red Wharf Bay,,Anglesey,53.306,-4.209,,Wales,North Wales
Redbarn Beach,,County Cork,51.925,-7.872,,Ireland,Republic of Ireland
Redcar,,Cleveland,54.615,-1.061,,England,North East
Redhill,,Moray & Nairn,57.509,-2.734,,Scotland,North East Scotland
Redlynch,,Wiltshire,50.990,-1.714,,England,Home Counties
Redmires Reservoir,,Yorkshire,53.365,-1.607,,England,North East
Redruth,,Cornwall,50.233,-5.227,,England,South West
Redruth/St Just/Penzance/Sennen,,Cornwall,50.110,-5.595,,England,South West
Reedy Flats,,County Armagh,54.516,-6.482,,Ireland,Northern Ireland
Reenroe Beach,,County Kerry,51.845,-10.243,,Ireland,Republic of Ireland
Regent's Park,,Greater London,51.530,-0.155,,England,South East
Reighton,,Yorkshire,54.161,-0.270,,England,North East
Rendall,Mainland,Orkney,59.061,-3.075,1,Scotland,
Rendall/Evie,Mainland,Orkney,59.061,-3.075,1,Scotland,
Rendlesham,,Suffolk,52.126,1.412,,England,East Anglia
Repps Staithe,,Norfolk,52.702,1.573,,England,East Anglia
Rerwick,Mainland,Shetland,59.956,-1.327,1,Scotland,Shetland
Rerwick/Scousburgh,Mainland,Shetland,59.950,-1.327,1,Scotland,Shetland
Restensgeo,,Fair Isle,59.543,-1.612,1,Scotland,Shetland
Restronguet Creek,,Cornwall,50.205,-5.075,,England,South West
Rettenden,,Essex,51.644,0.566,,England,East Anglia
Reydon,,Suffolk,52.342,1.663,,England,East Anglia
Rhaslas Pond,,East Glamorgan,51.756,-3.313,,Wales,South Wales
Rhayader,,Radnorshire,52.302,-3.511,,Wales,Powys
